# Model    WH12
# Gamma1   1.3
# Gamma2   2.5
# Gammath  1.35
# alpha0   0.003
# beta0    0.0
# 
# frequency [Hz] 		 sqrt(S(f))
10.0	3.00932449067e-25
10.0004605322	3.00963142607e-25
10.0009210857	3.00993835167e-25
10.0013816603	3.01024526746e-25
10.0018422562	3.01055217341e-25
10.0023028732	3.01085906952e-25
10.0027635115	3.01116595578e-25
10.003224171	3.01147283217e-25
10.0036848517	3.01177969868e-25
10.0041455537	3.0120865553e-25
10.0046062768	3.01239340201e-25
10.0050670212	3.01270023881e-25
10.0055277867	3.01300706567e-25
10.0059885735	3.01331388259e-25
10.0064493816	3.01362068956e-25
10.0069102108	3.01392748657e-25
10.0073710613	3.0142342736e-25
10.007831933	3.01454105063e-25
10.0082928259	3.01484781767e-25
10.00875374	3.0151545747e-25
10.0092146754	3.0154613217e-25
10.009675632	3.01576805867e-25
10.0101366098	3.01607478559e-25
10.0105976088	3.01638150246e-25
10.0110586291	3.01668820926e-25
10.0115196706	3.01699490598e-25
10.0119807334	3.01730159261e-25
10.0124418174	3.01760826914e-25
10.0129029226	3.01791493556e-25
10.013364049	3.01822159185e-25
10.0138251967	3.01852823802e-25
10.0142863656	3.01883487405e-25
10.0147475558	3.01914149992e-25
10.0152087672	3.01944811563e-25
10.0156699998	3.01975472117e-25
10.0161312537	3.02006131653e-25
10.0165925288	3.02036790169e-25
10.0170538252	3.02067447666e-25
10.0175151428	3.02098104141e-25
10.0179764817	3.02128759594e-25
10.0184378418	3.02159414025e-25
10.0188992231	3.02190067431e-25
10.0193606257	3.02220719813e-25
10.0198220496	3.02251371169e-25
10.0202834947	3.02282021498e-25
10.020744961	3.023126708e-25
10.0212064486	3.02343319073e-25
10.0216679575	3.02373966317e-25
10.0221294876	3.02404612531e-25
10.022591039	3.02435257714e-25
10.0230526116	3.02465901865e-25
10.0235142054	3.02496544984e-25
10.0239758206	3.02527187069e-25
10.024437457	3.0255782812e-25
10.0248991146	3.02588468136e-25
10.0253607935	3.02619107116e-25
10.0258224937	3.02649745059e-25
10.0262842151	3.02680381965e-25
10.0267459578	3.02711017833e-25
10.0272077218	3.02741652662e-25
10.027669507	3.02772286451e-25
10.0281313135	3.028029192e-25
10.0285931413	3.02833550907e-25
10.0290549903	3.02864181573e-25
10.0295168606	3.02894811196e-25
10.0299787522	3.02925439776e-25
10.0304406651	3.02956067312e-25
10.0309025992	3.02986693804e-25
10.0313645546	3.0301731925e-25
10.0318265312	3.03047943651e-25
10.0322885292	3.03078567005e-25
10.0327505484	3.03109189311e-25
10.0332125889	3.0313981057e-25
10.0336746507	3.03170430781e-25
10.0341367337	3.03201049942e-25
10.0345988381	3.03231668054e-25
10.0350609637	3.03262285115e-25
10.0355231106	3.03292901126e-25
10.0359852788	3.03323516086e-25
10.0364474682	3.03354129993e-25
10.036909679	3.03384742848e-25
10.037371911	3.0341535465e-25
10.0378341643	3.03445965399e-25
10.038296439	3.03476575094e-25
10.0387587349	3.03507183733e-25
10.039221052	3.03537791318e-25
10.0396833905	3.03568397848e-25
10.0401457503	3.03599003321e-25
10.0406081314	3.03629607738e-25
10.0410705337	3.03660211098e-25
10.0415329574	3.036908134e-25
10.0419954024	3.03721414645e-25
10.0424578686	3.03752014831e-25
10.0429203562	3.03782613958e-25
10.043382865	3.03813212027e-25
10.0438453952	3.03843809035e-25
10.0443079466	3.03874404984e-25
10.0447705194	3.03904999873e-25
10.0452331134	3.03935593701e-25
10.0456957288	3.03966186467e-25
10.0461583654	3.03996778173e-25
10.0466210234	3.04027368816e-25
10.0470837027	3.04057958398e-25
10.0475464033	3.04088546917e-25
10.0480091252	3.04119134373e-25
10.0484718684	3.04149720766e-25
10.0489346329	3.04180306096e-25
10.0493974187	3.04210890362e-25
10.0498602258	3.04241473564e-25
10.0503230543	3.04272055702e-25
10.0507859041	3.04302636775e-25
10.0512487751	3.04333216784e-25
10.0517116675	3.04363795727e-25
10.0521745813	3.04394373606e-25
10.0526375163	3.04424950419e-25
10.0531004726	3.04455526166e-25
10.0535634503	3.04486100847e-25
10.0540264493	3.04516674462e-25
10.0544894696	3.04547247011e-25
10.0549525113	3.04577818494e-25
10.0554155742	3.04608388909e-25
10.0558786585	3.04638958258e-25
10.0563417642	3.0466952654e-25
10.0568048911	3.04700093755e-25
10.0572680394	3.04730659903e-25
10.057731209	3.04761224984e-25
10.0581943999	3.04791788996e-25
10.0586576122	3.04822351942e-25
10.0591208458	3.04852913819e-25
10.0595841007	3.04883474629e-25
10.060047377	3.04914034371e-25
10.0605106746	3.04944593045e-25
10.0609739935	3.04975150652e-25
10.0614373338	3.0500570719e-25
10.0619006954	3.0503626266e-25
10.0623640784	3.05066817062e-25
10.0628274827	3.05097370395e-25
10.0632909083	3.05127922661e-25
10.0637543553	3.05158473858e-25
10.0642178236	3.05189023988e-25
10.0646813133	3.05219573049e-25
10.0651448243	3.05250121042e-25
10.0656083567	3.05280667967e-25
10.0660719104	3.05311213824e-25
10.0665354854	3.05341758613e-25
10.0669990818	3.05372302334e-25
10.0674626996	3.05402844987e-25
10.0679263387	3.05433386572e-25
10.0683899991	3.0546392709e-25
10.0688536809	3.0549446654e-25
10.0693173841	3.05525004922e-25
10.0697811086	3.05555542237e-25
10.0702448545	3.05586078485e-25
10.0707086217	3.05616613665e-25
10.0711724103	3.05647147779e-25
10.0716362202	3.05677680826e-25
10.0721000516	3.05708212805e-25
10.0725639042	3.05738743719e-25
10.0730277782	3.05769273566e-25
10.0734916736	3.05799802347e-25
10.0739555904	3.05830330061e-25
